event_time,event_type,user_id,session_id,product_id,category,brand,price,device,country
23/12/2024 21:20,view,2899,S663294,1854,laptops,Microsoft,1627.25,desktop,India
01/10/2024 14:37,view,851,S115102,575,smart_home,Apple,253.07,desktop,UK
03/11/2024 02:27,checkout,1262,S643274,1277,appliances,Asus,328.7,tablet,France
08/10/2024 19:47,checkout,3417,S455321,178,networking,Apple,281.99,desktop,UK
09/11/2024 20:04,view,678,S757414,51,smart_home,HP,366.98,tablet,USA
26/10/2024 16:55,view,509,S751410,1182,tablets,Samsung,831.66,desktop,USA
21/12/2024 10:29,view,1047,S937960,30,tablets,HP,160.82,desktop,India
10/12/2024 06:19,view,1679,S693843,434,smartphones,Dell,685.12,tablet,UK
05/10/2024 19:57,view,190,S940821,195,laptops,Lenovo,611.87,tablet,Germany
09/11/2024 18:37,cart,3546,S666924,1765,tablets,Panasonic,600.96,tablet,Germany
29/12/2024 19:27,view,3134,S172040,387,monitors,Samsung,391.97,tablet,USA
17/11/2024 21:37,view,3186,S597478,282,tablets,Acer,331.16,desktop,India
23/11/2024 09:52,purchase,3560,S252766,1916,smartphones,Apple,768.84,desktop,France
14/11/2024 17:52,view,1088,S192590,191,networking,Sony,186.08,mobile,USA
25/10/2024 17:43,view,34,S842646,1140,audio,Microsoft,251.69,tablet,Germany
04/11/2024 19:21,view,3461,S705661,1979,smart_home,Acer,52.56,desktop,India
22/11/2024 05:20,view,2986,S509883,1581,appliances,Lenovo,82.99,desktop,India
11/10/2024 12:07,view,1394,S331376,1564,gaming,Sony,643.45,desktop,India
27/12/2024 20:11,view,3399,S644886,1000,smart_home,Asus,332.87,desktop,Germany
27/12/2024 01:36,purchase,1546,S160775,1851,smartphones,Asus,453.05,desktop,France
03/11/2024 00:26,view,2105,S489213,526,appliances,HP,611.88,tablet,UK
20/10/2024 23:07,purchase,1472,S545381,241,laptops,Lenovo,1834.3,mobile,France
25/11/2024 07:05,view,2802,S384958,1921,appliances,Bose,1147.14,mobile,Germany
28/10/2024 07:58,view,4058,S807405,485,networking,Microsoft,114.34,mobile,Germany
01/12/2024 19:26,purchase,3558,S862387,556,tablets,Razer,800.35,tablet,UK
09/10/2024 19:41,cart,4127,S769570,1298,gaming,Xiaomi,262.68,desktop,UK
15/10/2024 07:13,cart,255,S125666,1117,appliances,Acer,936.1,tablet,India
30/10/2024 10:32,view,1998,S261070,1749,tablets,Dell,664.78,desktop,France
03/10/2024 14:27,purchase,2437,S250691,1784,smartphones,Huawei,1096.78,desktop,USA
20/11/2024 18:58,cart,3083,S954644,1517,audio,Sony,388.55,tablet,Germany
11/10/2024 10:25,view,2514,S586996,1072,appliances,Bose,921.34,desktop,UK
14/10/2024 02:47,view,303,S725094,548,tablets,JBL,250.86,desktop,France
05/12/2024 06:25,checkout,1979,S209107,1452,cameras,JBL,1509.92,desktop,Germany
16/10/2024 20:02,view,2766,S685969,1773,gaming,Razer,296.52,tablet,USA
01/10/2024 11:46,view,1784,S737853,813,gaming,JBL,783.29,tablet,Germany
16/12/2024 00:49,checkout,372,S599926,132,monitors,Nikon,205.74,tablet,India
18/11/2024 09:41,purchase,1731,S305305,1407,monitors,Samsung,448.46,mobile,USA
22/10/2024 23:48,cart,3745,S292746,1873,smartphones,Samsung,411.96,tablet,Germany
30/12/2024 00:11,cart,1079,S449648,413,smartphones,Samsung,433.02,mobile,India
04/11/2024 09:12,view,3994,S261035,1872,monitors,Razer,105.61,tablet,Germany
16/11/2024 09:52,view,2388,S239148,1365,cameras,Apple,866.43,tablet,India
22/12/2024 21:57,purchase,4425,S602094,1103,appliances,Dell,1098.65,mobile,Germany
05/12/2024 07:35,cart,3305,S542129,872,appliances,Microsoft,1020.64,tablet,France
12/11/2024 12:23,checkout,2444,S434559,692,tablets,Microsoft,653.24,tablet,USA
25/12/2024 10:31,view,2934,S350672,1442,appliances,Panasonic,1060.77,tablet,USA
22/10/2024 03:58,cart,3532,S512687,1064,smart_home,Huawei,97.4,desktop,India
23/11/2024 03:45,purchase,4249,S351057,407,audio,Acer,420.43,tablet,Germany
26/12/2024 20:25,view,1841,S458523,29,networking,HP,204.32,desktop,USA
04/10/2024 17:12,cart,2308,S531826,1652,cameras,Bose,1595.66,desktop,India
26/11/2024 03:03,view,208,S344708,58,smart_home,Panasonic,61.11,mobile,France
09/10/2024 10:28,view,2473,S476618,133,audio,JBL,484.85,tablet,France
29/12/2024 06:18,view,631,S723959,206,appliances,Canon,100.84,mobile,Germany
02/11/2024 02:04,cart,526,S117348,1361,tablets,Razer,641.39,mobile,India
24/12/2024 03:53,checkout,1819,S307090,1684,cameras,Sony,1170.44,desktop,France
29/11/2024 04:12,cart,2288,S718411,687,tablets,Apple,763.85,mobile,France
26/12/2024 11:15,view,2008,S441376,1978,networking,GoPro,151.64,desktop,USA
28/11/2024 09:49,view,4972,S377924,773,gaming,Bose,251.47,mobile,France
24/10/2024 15:39,view,3080,S459944,65,cameras,Asus,1770.17,mobile,UK
27/11/2024 11:09,view,3318,S370609,1697,appliances,Philips,616.87,tablet,UK
15/12/2024 16:00,checkout,1491,S545877,97,appliances,Panasonic,362.69,tablet,India
05/12/2024 07:48,cart,284,S829344,956,smart_home,Huawei,242.79,mobile,India
30/11/2024 15:25,cart,2666,S167429,1781,networking,Acer,234.43,desktop,UK
16/11/2024 05:17,cart,907,S310778,1501,laptops,Asus,783.77,tablet,USA
04/11/2024 17:20,view,3634,S911572,603,gaming,Huawei,285.16,desktop,India
18/12/2024 01:00,view,3412,S761922,1991,networking,Philips,91.56,tablet,Germany
24/10/2024 08:46,cart,1060,S327394,709,tablets,HP,712.77,tablet,USA
04/10/2024 19:15,view,3859,S859062,331,audio,Sony,149.03,tablet,USA
18/11/2024 09:15,view,372,S596073,576,networking,Huawei,145.12,desktop,Germany
22/11/2024 18:58,cart,4053,S398771,224,tablets,Acer,732.48,mobile,USA
19/12/2024 18:48,cart,1070,S540893,1551,appliances,GoPro,90.31,desktop,USA
21/10/2024 09:06,view,2902,S156438,1606,appliances,HP,771.58,mobile,USA
21/12/2024 19:48,view,2597,S890369,1305,tablets,Microsoft,513.09,tablet,Germany
28/11/2024 01:44,view,2387,S469615,736,gaming,Apple,521.48,desktop,UK
25/10/2024 18:05,view,3599,S515891,1706,monitors,Acer,447.64,mobile,UK
27/12/2024 04:47,view,4432,S358102,1903,cameras,Samsung,2246.09,mobile,Germany
24/10/2024 09:24,purchase,4261,S982309,967,networking,Bose,204.06,tablet,Germany
01/12/2024 01:53,purchase,4061,S420210,703,audio,HP,317.77,tablet,Germany
02/11/2024 17:19,view,2858,S908352,811,cameras,Huawei,1513.25,tablet,France
23/10/2024 08:01,view,2344,S927500,1964,gaming,Philips,307.05,mobile,USA
07/10/2024 12:08,view,2854,S918234,1217,monitors,LG,487.65,mobile,France
24/12/2024 02:23,view,2204,S396167,451,audio,Acer,445.04,mobile,India
27/11/2024 15:15,cart,4435,S653940,1775,smartphones,Nikon,904.32,mobile,India
09/12/2024 13:08,view,2172,S645054,366,smart_home,Samsung,132.47,tablet,India
25/12/2024 04:53,cart,4643,S838317,1664,appliances,Samsung,453.16,tablet,UK
09/12/2024 18:21,purchase,995,S272161,1601,smartphones,Asus,493.48,mobile,India
25/12/2024 23:36,view,2459,S932801,191,tablets,Nikon,374.98,desktop,UK
20/10/2024 18:42,cart,3737,S213515,313,gaming,Samsung,316.48,mobile,Germany
15/12/2024 07:39,cart,1104,S868624,802,tablets,Panasonic,229.57,mobile,USA
02/10/2024 04:47,cart,2129,S383909,436,gaming,Dell,515.44,tablet,Germany
09/11/2024 18:36,view,633,S157271,560,tablets,Huawei,574.93,desktop,France
03/12/2024 20:36,view,581,S307399,16,smart_home,Microsoft,256.69,mobile,USA
13/11/2024 20:59,view,4631,S461590,316,smartphones,GoPro,1042.81,tablet,India
12/10/2024 17:34,view,3497,S848982,929,monitors,Lenovo,269.68,desktop,France
13/12/2024 16:10,checkout,2905,S471672,768,tablets,Canon,356.03,tablet,India
12/12/2024 10:37,view,827,S266204,1590,networking,Razer,266.46,tablet,UK
13/11/2024 00:10,purchase,4939,S615482,1770,smartphones,Panasonic,786.46,tablet,USA
17/11/2024 13:48,cart,4467,S773574,1409,laptops,Dell,1446.23,mobile,India
07/11/2024 23:19,cart,2839,S844508,288,audio,Sony,305.1,mobile,UK
07/12/2024 06:19,view,4373,S601446,1737,networking,Acer,99.29,mobile,UK
30/12/2024 11:38,view,2693,S710096,1345,networking,GoPro,27.75,desktop,UK
08/10/2024 05:33,cart,3992,S587323,1675,smart_home,LG,52.52,tablet,France
05/10/2024 06:35,checkout,1554,S612685,895,smart_home,Dell,148.31,tablet,UK
24/12/2024 11:19,cart,3010,S476850,1663,appliances,Asus,386.01,desktop,India
14/10/2024 10:04,view,4918,S884617,267,smartphones,Acer,777.71,desktop,France
08/12/2024 21:08,view,4172,S419015,1462,monitors,JBL,463.57,tablet,UK
07/11/2024 00:04,purchase,3177,S384631,603,tablets,Razer,624.92,desktop,Germany
08/10/2024 09:56,view,3107,S552484,898,cameras,Sony,2345.63,desktop,USA
31/10/2024 20:01,view,102,S525240,1055,tablets,Sony,608.71,tablet,France
04/10/2024 11:09,purchase,467,S546117,394,audio,Canon,416.85,tablet,UK
06/11/2024 13:38,purchase,2896,S660151,820,audio,Sony,152.61,tablet,Germany
16/10/2024 10:18,view,4584,S370442,1405,smart_home,HP,70.06,tablet,Germany
26/11/2024 14:56,view,480,S809964,853,audio,Huawei,211.95,tablet,France
08/11/2024 20:10,checkout,4768,S621786,1479,cameras,Microsoft,1318.5,mobile,USA
15/10/2024 21:50,view,435,S254745,157,audio,Nikon,308,tablet,France
19/11/2024 11:51,view,243,S373520,1499,cameras,Philips,2303.76,tablet,Germany
14/12/2024 19:44,purchase,3174,S508257,1182,tablets,Asus,286.06,mobile,USA
13/10/2024 19:50,cart,4998,S237442,873,audio,Philips,132.25,mobile,USA
18/12/2024 11:07,view,1032,S193535,1588,laptops,Dell,1571.95,tablet,France
02/10/2024 01:39,view,3650,S781334,1656,appliances,Nikon,450.85,tablet,Germany
03/11/2024 13:01,purchase,1276,S918328,460,smart_home,Apple,286.43,tablet,France
06/12/2024 16:47,view,4913,S278654,808,smartphones,Razer,1098.61,mobile,USA
24/12/2024 09:41,cart,3724,S146136,989,laptops,Samsung,1468.71,desktop,USA
16/10/2024 08:55,cart,683,S542444,1593,cameras,Xiaomi,2009.66,desktop,Germany
13/11/2024 06:37,purchase,4208,S245138,394,monitors,Sony,219.85,mobile,India
01/11/2024 07:34,checkout,3256,S799300,1812,monitors,Nikon,634.87,mobile,France
20/11/2024 17:58,cart,4457,S486416,1235,smart_home,LG,53.24,tablet,USA
15/11/2024 11:17,purchase,3828,S685652,1574,gaming,Microsoft,163.32,desktop,UK
22/10/2024 02:24,view,3126,S745877,1277,laptops,Dell,868.33,desktop,Germany
21/12/2024 14:37,purchase,1197,S253213,196,laptops,Philips,1618.59,tablet,UK
30/10/2024 13:33,view,3751,S689504,688,smart_home,Nikon,376.21,mobile,India
29/11/2024 22:01,view,4027,S270803,1076,monitors,Dell,705.34,mobile,India
01/12/2024 18:48,cart,1341,S422648,1927,smartphones,Panasonic,364.26,mobile,India
26/12/2024 07:10,view,1926,S366929,651,cameras,Apple,2481.98,desktop,Germany
23/12/2024 13:44,purchase,4034,S344057,1930,audio,Huawei,392.2,desktop,USA
01/11/2024 16:12,view,28,S511893,60,cameras,Apple,825.8,mobile,UK
05/10/2024 09:29,checkout,4845,S666205,666,smart_home,Canon,281.1,desktop,UK
22/10/2024 16:49,view,1365,S601631,1724,audio,Huawei,394.9,tablet,UK
24/12/2024 04:38,view,115,S278321,1230,gaming,LG,563.75,mobile,Germany
03/11/2024 07:37,view,3870,S734789,696,monitors,Lenovo,628.81,mobile,India
26/10/2024 23:02,checkout,3862,S873900,179,monitors,Huawei,329.36,desktop,France
25/11/2024 05:42,view,4602,S630622,674,tablets,GoPro,452.66,tablet,India
04/10/2024 10:29,view,1803,S491243,1843,appliances,Samsung,605.74,desktop,India
10/12/2024 03:31,purchase,4611,S367153,1686,networking,Apple,32.06,tablet,UK
16/12/2024 04:35,view,2796,S710564,1018,cameras,Lenovo,638.87,desktop,USA
02/12/2024 01:48,view,774,S952862,506,networking,Canon,62.83,mobile,France
22/10/2024 23:29,view,1353,S463238,1864,laptops,Microsoft,1241.21,desktop,France
05/10/2024 12:39,view,888,S417078,1112,smart_home,Samsung,128.46,mobile,France
10/11/2024 03:40,checkout,3056,S298343,690,smartphones,Canon,1003.93,mobile,France
07/10/2024 11:42,view,3057,S654536,1834,cameras,Panasonic,339.26,desktop,UK
04/10/2024 09:27,purchase,4670,S797763,786,gaming,Apple,580.17,desktop,France
28/11/2024 02:39,view,2810,S587650,750,smart_home,Asus,318.14,tablet,France
18/12/2024 22:22,cart,3433,S963513,1483,networking,Sony,164.44,tablet,USA
05/10/2024 01:31,cart,2822,S884680,203,smart_home,JBL,359.94,tablet,France
21/11/2024 15:26,cart,3189,S160460,633,tablets,Panasonic,363.36,tablet,UK
25/10/2024 04:03,view,3353,S420231,521,laptops,Sony,1812.32,tablet,USA
15/10/2024 08:05,view,3928,S419677,1580,monitors,JBL,623.5,tablet,France
20/12/2024 04:50,cart,3888,S820419,76,smartphones,Canon,1156.84,tablet,Germany
18/11/2024 16:28,checkout,4020,S928827,1898,audio,Acer,457.35,mobile,USA
07/11/2024 06:31,cart,2744,S345249,1937,tablets,Lenovo,812.14,mobile,India
28/11/2024 03:03,purchase,3670,S959831,1661,tablets,Razer,340.35,tablet,India
06/11/2024 09:55,view,780,S173438,1785,smart_home,Xiaomi,76.54,desktop,India
29/11/2024 14:46,checkout,217,S342730,1380,smartphones,Xiaomi,1163.75,tablet,UK
13/10/2024 20:01,view,3000,S541524,1016,tablets,Acer,300.49,mobile,USA
23/11/2024 21:40,view,3923,S454954,325,smartphones,Sony,463.16,tablet,India
27/10/2024 08:52,view,60,S400726,737,smart_home,Apple,168.74,tablet,USA
29/12/2024 00:37,view,4385,S267950,96,audio,Canon,138.2,desktop,India
07/10/2024 11:12,purchase,3779,S276478,1823,tablets,Razer,671.68,mobile,India
09/11/2024 00:06,view,3598,S617772,351,networking,Canon,149.45,desktop,USA
06/11/2024 01:22,view,1714,S695814,1424,networking,Huawei,63.54,tablet,India
21/11/2024 06:57,checkout,2597,S158418,957,networking,Bose,98.1,mobile,USA
24/11/2024 00:32,view,3086,S877298,127,smartphones,Apple,597.37,desktop,India
12/12/2024 09:05,purchase,3054,S826551,1741,audio,Dell,275.5,mobile,France
12/11/2024 04:19,view,4468,S962110,433,monitors,LG,532.21,desktop,Germany
30/12/2024 02:52,view,4388,S475703,316,smart_home,Philips,291.81,desktop,India
17/12/2024 08:22,view,2067,S677996,817,cameras,Samsung,703.84,mobile,UK
27/10/2024 23:08,cart,1031,S290750,239,smartphones,Acer,1081.61,desktop,USA
14/11/2024 11:59,view,3407,S420923,940,smart_home,Bose,383.6,mobile,USA
24/12/2024 15:42,view,232,S790746,445,gaming,Samsung,344.73,mobile,France
21/12/2024 22:24,cart,3199,S135378,27,appliances,Asus,1122.18,tablet,India
10/10/2024 16:15,cart,4055,S799488,1095,laptops,LG,1179.48,mobile,USA
17/10/2024 09:37,checkout,3294,S382580,933,laptops,JBL,1473.71,tablet,India
15/10/2024 06:14,view,4171,S697832,358,cameras,Samsung,1050.73,mobile,India
03/11/2024 14:01,view,2269,S213387,1946,laptops,Nikon,1670.68,tablet,Germany
02/12/2024 03:07,cart,494,S659504,1735,appliances,Lenovo,770.86,mobile,France
07/12/2024 17:40,view,2695,S113913,1925,gaming,Microsoft,472.05,desktop,Germany
23/11/2024 19:10,view,2194,S554250,1325,gaming,Apple,352.43,desktop,UK
04/11/2024 11:02,view,4494,S143807,911,laptops,Apple,1465.35,tablet,India
16/10/2024 23:25,view,2361,S540125,1384,cameras,Dell,1773.57,desktop,India
17/12/2024 16:29,view,1490,S748506,463,tablets,Lenovo,474.69,desktop,France
21/11/2024 07:31,view,1530,S671620,1035,monitors,Xiaomi,700.38,desktop,France
07/10/2024 11:59,cart,4723,S948698,1501,tablets,Microsoft,761.11,tablet,Germany
11/12/2024 11:33,view,3325,S745871,754,monitors,Canon,102.22,tablet,India
16/10/2024 09:16,view,1180,S808396,1279,monitors,Microsoft,691.68,tablet,Germany
16/10/2024 03:23,checkout,415,S983868,1601,appliances,Lenovo,386.3,tablet,India
17/11/2024 10:37,view,1491,S217925,708,cameras,Huawei,1425.31,desktop,Germany
26/11/2024 23:20,cart,879,S495197,1589,laptops,Lenovo,1678.62,mobile,France
05/11/2024 22:59,purchase,3572,S274677,240,smartphones,Dell,1144.64,tablet,USA
04/11/2024 03:43,view,4873,S313644,1297,cameras,GoPro,2445.09,mobile,France
30/11/2024 21:32,view,1098,S916155,81,gaming,Huawei,666.02,desktop,India
24/12/2024 11:46,purchase,2892,S378628,410,laptops,Philips,826.65,desktop,India
18/10/2024 23:31,view,3066,S176272,962,appliances,Panasonic,223.45,desktop,France
16/10/2024 09:09,checkout,348,S724329,1594,audio,Nikon,151.95,desktop,India
09/10/2024 03:02,checkout,1493,S689107,994,gaming,Dell,323.84,tablet,UK
06/12/2024 15:21,checkout,1127,S408260,385,audio,Apple,319.7,desktop,France
03/10/2024 12:00,view,1905,S634444,1142,audio,Microsoft,371.84,tablet,UK
01/10/2024 23:20,view,2912,S852345,1958,cameras,LG,2247.72,desktop,Germany
30/10/2024 17:43,cart,2588,S934386,1835,laptops,Microsoft,1624.31,tablet,France
10/11/2024 19:04,checkout,48,S363106,630,smartphones,JBL,578.35,desktop,India
12/11/2024 16:56,view,1950,S420593,21,appliances,GoPro,1375.38,tablet,Germany
08/12/2024 00:41,view,2774,S393215,1363,audio,Asus,60.9,mobile,India
08/12/2024 05:41,view,1372,S664703,1235,networking,Asus,208.67,mobile,Germany
12/10/2024 09:11,view,2770,S565985,1376,networking,Dell,145.58,desktop,USA
18/10/2024 16:25,view,1842,S573963,1641,smart_home,Apple,363.37,tablet,USA
14/11/2024 17:22,cart,2226,S903614,559,laptops,Microsoft,606.01,mobile,UK
22/10/2024 11:30,cart,2331,S501183,834,monitors,GoPro,742.03,tablet,India
30/10/2024 01:30,cart,2714,S753278,1531,audio,Razer,190.15,mobile,India
20/12/2024 17:50,view,1368,S365539,1406,monitors,Xiaomi,527.9,desktop,France
13/10/2024 13:46,cart,4489,S519825,575,monitors,Razer,242.07,desktop,UK
02/11/2024 00:52,view,1978,S266874,41,appliances,HP,1382.06,mobile,UK
18/10/2024 04:58,view,3194,S393835,1669,gaming,Panasonic,283.36,mobile,India
15/12/2024 04:57,cart,1114,S207910,287,tablets,Nikon,177.48,mobile,USA
25/12/2024 15:09,checkout,2009,S513007,1764,laptops,JBL,1404.28,mobile,Germany
30/11/2024 18:41,cart,1732,S286436,290,smart_home,Lenovo,320.51,tablet,UK
24/12/2024 05:43,view,42,S813332,1121,smartphones,JBL,849.69,desktop,UK
23/10/2024 04:57,view,1634,S580452,1244,gaming,Microsoft,162.19,mobile,Germany
10/11/2024 01:59,checkout,151,S979337,894,audio,Acer,97.32,desktop,USA
30/12/2024 12:28,view,3466,S731692,375,gaming,JBL,391.04,mobile,UK
29/10/2024 21:41,view,3805,S620316,1775,tablets,Bose,781.62,desktop,UK
03/10/2024 14:20,view,4718,S783523,1257,laptops,Asus,647.19,desktop,Germany
06/11/2024 08:20,cart,1483,S761300,1671,smartphones,Microsoft,660.17,mobile,Germany
17/10/2024 19:37,view,2470,S989525,420,gaming,LG,616.59,mobile,Germany
26/11/2024 10:10,cart,268,S227740,1971,laptops,Razer,1292.17,mobile,India
01/11/2024 10:43,view,254,S715602,613,appliances,Apple,367.57,mobile,India
01/10/2024 01:57,view,214,S921844,547,laptops,Dell,1518.22,mobile,France
17/11/2024 13:32,cart,407,S494970,1205,appliances,Asus,170.49,mobile,France
12/10/2024 20:29,view,564,S503443,1034,smartphones,Samsung,923.99,desktop,France
02/11/2024 14:10,view,4746,S871778,782,appliances,HP,107.32,tablet,USA
19/12/2024 06:15,view,1759,S249317,1153,networking,Acer,30.82,desktop,France
07/12/2024 01:40,cart,4202,S875718,1586,tablets,Xiaomi,268.75,desktop,Germany
17/11/2024 05:21,purchase,1358,S482746,1756,audio,Huawei,231.8,tablet,India
28/10/2024 17:56,view,952,S879185,1352,appliances,Canon,910.31,desktop,India
22/10/2024 21:37,cart,879,S798292,560,cameras,Sony,1114.45,desktop,Germany
28/11/2024 03:46,view,1910,S232550,1922,smartphones,GoPro,574.73,desktop,USA
08/11/2024 02:06,cart,1212,S818203,996,appliances,Canon,976.98,desktop,Germany
07/12/2024 04:54,view,2144,S794914,128,smartphones,Panasonic,339.46,mobile,USA
13/11/2024 00:19,view,2323,S392675,930,appliances,Samsung,1384.06,mobile,India
04/11/2024 14:50,cart,1293,S542019,1137,laptops,Xiaomi,983.77,desktop,UK
03/10/2024 01:28,cart,4723,S364173,1514,smartphones,Huawei,351.53,mobile,USA
05/10/2024 21:17,view,2372,S143923,63,gaming,Samsung,662.2,desktop,Germany
19/12/2024 14:25,view,485,S740368,88,gaming,Xiaomi,583.88,desktop,India
07/10/2024 17:57,view,97,S889137,384,cameras,Samsung,1600.77,mobile,USA
06/10/2024 05:38,view,860,S417440,14,gaming,Philips,584.89,desktop,USA
09/11/2024 17:10,view,4699,S579430,237,laptops,Apple,962.01,desktop,USA
18/12/2024 08:30,view,2285,S199199,1035,gaming,Lenovo,308.74,desktop,USA
04/10/2024 07:31,view,597,S364765,837,audio,Canon,133.11,tablet,Germany
25/11/2024 04:31,view,275,S890829,1715,audio,Apple,452.8,desktop,France
06/11/2024 08:01,view,2080,S974370,1231,gaming,Microsoft,565.69,mobile,UK
26/10/2024 10:25,checkout,4455,S411933,1031,cameras,HP,586.22,mobile,UK
07/11/2024 17:39,purchase,2397,S486938,617,smartphones,JBL,329.94,mobile,Germany
28/10/2024 21:07,purchase,4866,S535949,330,smartphones,JBL,422.85,tablet,Germany
29/12/2024 09:48,view,4659,S856262,1294,audio,HP,92.13,desktop,India
26/11/2024 04:38,cart,4269,S747530,1469,appliances,Lenovo,1024.45,tablet,USA
05/10/2024 10:24,cart,2776,S409014,424,appliances,Canon,152.72,desktop,Germany
20/12/2024 00:45,cart,4603,S281576,1554,smart_home,Xiaomi,229.22,tablet,Germany
07/12/2024 05:47,view,1964,S828536,1770,laptops,Lenovo,989.3,tablet,USA
21/12/2024 19:54,cart,878,S877911,236,smart_home,Sony,154.04,desktop,Germany
21/10/2024 04:33,view,4757,S793080,27,gaming,Lenovo,689.2,tablet,USA
06/12/2024 14:09,cart,4685,S936144,461,laptops,LG,1189.58,desktop,India
12/11/2024 14:16,view,1980,S512345,3,audio,Nikon,286.72,mobile,India
03/12/2024 08:26,view,4263,S539817,556,smart_home,Lenovo,106.58,mobile,UK
23/12/2024 03:02,checkout,2432,S481056,1359,gaming,Razer,739.97,desktop,UK
17/11/2024 00:14,view,4471,S228626,494,networking,Canon,109.6,mobile,Germany
18/10/2024 20:17,view,608,S296282,1008,gaming,Lenovo,208.63,desktop,India
15/10/2024 04:29,view,4786,S721144,1516,cameras,JBL,2388.22,desktop,USA
16/12/2024 06:11,view,1250,S766518,1913,smart_home,Dell,30.25,desktop,Germany
01/12/2024 14:06,view,1089,S375632,1752,smartphones,Xiaomi,599.56,mobile,Germany
02/11/2024 07:37,cart,336,S930618,1052,tablets,Bose,525.44,desktop,USA
18/10/2024 16:39,view,1112,S640645,1724,smart_home,Philips,44.94,mobile,India
18/11/2024 21:38,purchase,2559,S516117,1835,laptops,Nikon,1020.42,desktop,UK
05/11/2024 00:31,view,4673,S283348,1923,audio,LG,418.02,mobile,UK
03/11/2024 05:26,view,1696,S944047,863,laptops,HP,536.99,tablet,India
20/10/2024 14:49,purchase,1855,S826294,301,tablets,Asus,438.74,tablet,USA
26/12/2024 20:01,view,4175,S347479,1464,appliances,LG,123.98,desktop,USA
12/12/2024 07:34,view,2990,S919010,1550,cameras,Razer,1776.12,mobile,France
27/11/2024 18:56,cart,705,S587233,1447,cameras,Philips,2363.92,desktop,India
21/12/2024 21:57,cart,1132,S128076,742,audio,Philips,408.93,mobile,India
01/11/2024 14:37,cart,2778,S156881,818,gaming,Xiaomi,138.3,desktop,USA
11/11/2024 17:10,view,70,S821814,878,laptops,Apple,1776.63,tablet,Germany
22/10/2024 18:37,view,3542,S150551,26,smartphones,Huawei,882.39,desktop,Germany
13/11/2024 13:07,view,4362,S837111,1569,laptops,Panasonic,513.5,desktop,India
20/10/2024 04:27,purchase,2660,S991654,1108,laptops,GoPro,1974.45,desktop,Germany
29/11/2024 19:00,view,3161,S345946,1897,networking,Nikon,197.81,mobile,Germany
25/12/2024 08:50,view,3476,S808224,98,audio,Lenovo,352.32,desktop,India
24/10/2024 01:00,view,4315,S529309,673,tablets,Panasonic,438.33,mobile,Germany
16/11/2024 20:58,cart,3054,S969722,813,gaming,Acer,568.26,tablet,UK
